ID,TENANT_ID,AMOUNT,HIDDEN,DESCRIPTION,CREATED_AT,ACCOUNT_BALANCE_ITEM_ID,TRANSACTION_TYPE,EFFECTIVE_ON,UUID,REFERENCE_NUMBER,REVERSAL,DAILY_TRANSACTION,UPDATED_AT,INTERNAL_ACCOUNT_CODE,DISPLAY_CODE,ACCOUNT_BALANCE_ID,FACILITY_ID,LEDGER_ID,_FIVETRAN_SYNCED,_FIVETRAN_START,_FIVETRAN_END,_FIVETRAN_ACTIVE
93,3669,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:44:20.476,,,2014-02-01 04:59:00.000,5df9b10b-1587-4faf-b198-7d5edb9b488c,,FALSE,FALSE,2014-02-01 00:44:20.476,2030,,6869,14,5247,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
94,3675,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:44:29.021,,,2014-02-01 04:59:00.000,8f596dd0-2029-4796-af68-5ec7b2d0caf6,,FALSE,FALSE,2014-02-01 00:44:29.021,2030,,6886,14,5253,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
97,3682,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:50:41.633,,,2014-01-31 22:00:00.000,e86c2207-5522-4f61-b1be-d5a488cc1222,,FALSE,FALSE,2014-02-01 00:50:41.633,2030,,6909,13,5262,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
102,3686,-30.00,FALSE,Imported Security Deposit,2014-02-01 00:50:45.643,,,2014-01-31 22:00:00.000,b117c39a-519d-4536-b407-870a60e433e8,,FALSE,FALSE,2014-02-01 00:50:45.643,2030,,6919,13,5266,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
115,3714,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:51:16.256,,,2014-01-31 22:00:00.000,4c4a7428-f77a-45bc-a4ac-c83f3701011d,,FALSE,FALSE,2014-02-01 00:51:16.256,2030,,6992,13,5296,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
120,3718,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:51:20.637,,,2014-01-31 22:00:00.000,787f3534-8b2d-40c3-ab88-959672a2f029,,FALSE,FALSE,2014-02-01 00:51:20.637,2030,,7003,13,5300,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
121,3722,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:51:26.945,,,2014-01-31 22:00:00.000,a94d58e4-093f-4d2e-9551-e9d5e13ab215,,FALSE,FALSE,2014-02-01 00:51:26.945,2030,,7017,13,5304,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
126,3734,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:51:40.019,,,2014-01-31 22:00:00.000,2346172f-b965-4de1-886c-03c432dcb80c,,FALSE,FALSE,2014-02-01 00:51:40.019,2030,,7048,13,5317,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
137,3757,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:52:12.766,,,2014-01-31 22:00:00.000,6d57abec-6289-45be-86f7-18c62846881a,,FALSE,FALSE,2014-02-01 00:52:12.766,2030,,7123,13,5343,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
138,3760,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:52:16.230,,,2014-01-31 22:00:00.000,4cda7ad1-0725-4e84-bc47-d639329f5434,,FALSE,FALSE,2014-02-01 00:52:16.230,2030,,7131,13,5346,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
139,3763,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:52:20.256,,,2014-01-31 22:00:00.000,901a567a-498e-40fb-af34-964590a4ca7f,,FALSE,FALSE,2014-02-01 00:52:20.256,2030,,7139,13,5349,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
140,3764,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:52:21.108,,,2014-01-31 22:00:00.000,b17577cb-4268-4f33-8e6d-a4cf4fd9a1f3,,FALSE,FALSE,2014-02-01 00:52:21.108,2030,,7141,13,5350,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
157,3794,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:52:53.498,,,2014-01-31 22:00:00.000,2ed4b5e7-e36a-4875-a373-45fff9069123,,FALSE,FALSE,2014-02-01 00:52:53.498,2030,,7219,13,5384,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
162,3805,-30.00,FALSE,Imported Security Deposit,2014-02-01 00:53:06.641,,,2014-01-31 22:00:00.000,2bee172f-ef84-4120-8d29-ab5cc42f3f42,,FALSE,FALSE,2014-02-01 00:53:06.641,2030,,7249,13,5397,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
165,3810,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:53:12.468,,,2014-01-31 22:00:00.000,13d84e88-b5f5-4047-a054-6c77bdc89e43,,FALSE,FALSE,2014-02-01 00:53:12.468,2030,,7262,13,5403,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
168,3826,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:53:33.041,,,2014-01-31 22:00:00.000,02778aec-4034-4316-92df-fe20c46591f8,,FALSE,FALSE,2014-02-01 00:53:33.041,2030,,7307,13,5421,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
169,3828,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:53:35.807,,,2014-01-31 22:00:00.000,8d6958b7-fdd5-4117-a9e1-ab9756011702,,FALSE,FALSE,2014-02-01 00:53:35.807,2030,,7314,13,5424,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
172,3770,-15.00,FALSE,Imported Security Deposit,2014-02-01 00:53:38.036,,,2014-01-31 22:00:00.000,32b28561-6411-40cc-a4ba-018644728b97,,FALSE,FALSE,2014-02-01 00:53:38.036,2030,,7319,13,5426,2026-07-09 09:47:00.208 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
58275,3761,15.00,FALSE,Credit Card - Visa,2014-02-13 21:58:21.076,30679,,2014-02-13 21:58:21.075,8de0d19c-c69d-4f23-898e-0e9401e239aa,,FALSE,FALSE,2014-02-13 21:58:21.076,1020,,40516,13,,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
58276,3761,-15.00,FALSE,Late Fee Revenue,2014-02-13 21:58:21.091,30679,,2014-02-13 21:58:21.089,2b146eb6-1e1f-453b-ac99-6dcae5e4d074,,FALSE,FALSE,2014-02-13 21:58:21.091,4052,,40514,13,,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
90864,3609,25.00,FALSE,Credit Card - Visa,2014-03-13 15:22:06.253,47181,,2014-03-13 15:22:06.251,5dc6f518-41db-48e5-b2ee-abed2fca4230,,FALSE,FALSE,2014-03-13 15:22:06.253,1020,,87631,14,,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
90865,3609,-25.00,FALSE,General Fee Revenue,2014-03-13 15:22:06.267,47181,,2014-03-13 15:22:06.266,09a4f97a-d1f1-4de3-8996-d892390b7a87,,FALSE,FALSE,2014-03-13 15:22:06.267,4050,,87630,14,,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
91533,3773,25.00,FALSE,Cash,2014-03-19 18:46:34.521,47520,,2014-03-19 18:46:34.520,f8abff62-3985-449f-a903-3f22b1d91fee,,FALSE,FALSE,2014-03-19 18:46:34.521,1000,,98113,13,,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
91534,3773,-25.00,FALSE,General Fee Revenue,2014-03-19 18:46:34.535,47520,,2014-03-19 18:46:34.533,e0a19850-3e50-405c-b7a7-afc40d6ae198,,FALSE,FALSE,2014-03-19 18:46:34.535,4050,,98112,13,,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93361,3680,160.00,FALSE,Cash,2014-04-08 03:04:51.465,48438,,2014-02-03 17:03:30.957,f9ce58bd-44d6-4a7a-84a5-2c9043421d4a,,FALSE,FALSE,2014-04-08 03:04:51.465,1000,,108209,13,5260,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93362,3680,-160.00,FALSE,Unit #001,2014-04-08 03:04:51.480,48438,,2014-02-03 17:03:30.957,f2637bad-0fba-4547-b456-756be1f76e4e,,FALSE,FALSE,2014-04-08 03:04:51.480,4000,,108206,13,5260,2026-07-09 09:43:20.182 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93363,3680,30.00,FALSE,Cash,2014-04-08 03:04:51.838,48441,,2014-03-18 20:00:30.170,e89993a3-35bc-48da-82bf-8b63515a7a06,,FALSE,FALSE,2014-04-08 03:04:51.838,1000,,108217,13,5260,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93364,3680,-30.00,FALSE,Unit #001,2014-04-08 03:04:51.849,48441,,2014-03-18 20:00:30.170,2d6a0b4a-b10b-4efd-b16f-96f0bb451a06,,FALSE,FALSE,2014-04-08 03:04:51.849,4000,,108206,13,5260,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93365,3680,65.00,FALSE,Cash,2014-04-08 03:04:51.915,48442,,2014-03-18 20:00:30.170,788761b7-ca10-4778-a6d3-a8a1a8d751a7,,FALSE,FALSE,2014-04-08 03:04:51.915,1000,,108217,13,5260,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93366,3680,-65.00,FALSE,Unit #001,2014-04-08 03:04:51.926,48442,,2014-03-18 20:00:30.170,250ba3fe-c4a7-4831-aae3-7b42a59ab361,,FALSE,FALSE,2014-04-08 03:04:51.926,4000,,108208,13,5260,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93367,3680,65.00,FALSE,Cash,2014-04-08 03:04:52.021,48443,,2014-03-26 20:59:25.107,f09d58c5-0e82-4f41-b155-d0f4cbb4f75a,,FALSE,FALSE,2014-04-08 03:04:52.021,1000,,108218,13,5260,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93368,3680,-65.00,FALSE,Unit #001,2014-04-08 03:04:52.032,48443,,2014-03-26 20:59:25.107,89a56ced-e24a-434b-a3ff-31ef66f0b0bd,,FALSE,FALSE,2014-04-08 03:04:52.032,4000,,108214,13,5260,2026-07-09 09:47:00.209 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93369,3680,15.00,FALSE,Cash,2014-04-08 03:04:52.094,48444,,2014-03-26 20:59:25.107,347497ee-4cfb-4b91-966e-75c4a184ab7f,,FALSE,FALSE,2014-04-08 03:04:52.094,1000,,108218,13,5260,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93370,3680,-15.00,FALSE,LF,2014-04-08 03:04:52.105,48444,,2014-03-26 20:59:25.107,c6b02ab9-3fbe-413f-96d4-77621f4597a2,,FALSE,FALSE,2014-04-08 03:04:52.105,4052,,108215,13,5260,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93371,3680,15.00,FALSE,Cash,2014-04-08 03:04:52.166,48445,,2014-03-26 20:59:25.107,e41358c2-c93e-47c9-a493-19b76cd4e118,,FALSE,FALSE,2014-04-08 03:04:52.166,1000,,108218,13,5260,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93372,3680,-15.00,FALSE,LF,2014-04-08 03:04:52.177,48445,,2014-03-26 20:59:25.107,f7db04b4-ce4a-4be7-946a-60787c8a4979,,FALSE,FALSE,2014-04-08 03:04:52.177,4052,,108216,13,5260,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93373,3680,45.00,FALSE,Cash,2014-04-08 03:04:52.796,48446,,2014-04-08 03:04:52.788,50588a8e-324a-49f1-8437-1195f965a385,,FALSE,FALSE,2014-04-08 03:04:52.796,1000,,108217,13,5260,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93374,3680,-45.00,FALSE,IMPORT-LATE1,2014-04-08 03:04:52.806,48446,,2014-04-08 03:04:52.788,c4aa8b48-e468-4d40-b919-0a7a5d531718,,FALSE,FALSE,2014-04-08 03:04:52.806,4052,,108207,13,5260,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93387,3683,65.00,FALSE,Cash,2014-04-08 03:04:55.039,48453,,2014-02-25 19:51:46.035,cd454d26-1773-4b20-83c0-48c480e4507d,,FALSE,FALSE,2014-04-08 03:04:55.039,1000,,108240,13,5263,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93388,3683,-65.00,FALSE,Unit #005,2014-04-08 03:04:55.050,48453,,2014-02-25 19:51:46.035,ea84a5c5-380f-45b3-8ca1-9cf9c007ed7f,,FALSE,FALSE,2014-04-08 03:04:55.050,4000,,108239,13,5263,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93391,3683,40.00,FALSE,Cash,2014-04-08 03:04:55.673,48455,,2014-02-25 19:51:23.643,c54e94ac-067f-488d-8e6a-599f5573a642,,FALSE,FALSE,2014-04-08 03:04:55.673,1000,,108246,13,5323,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93392,3683,-40.00,FALSE,Unit #066,2014-04-08 03:04:55.684,48455,,2014-02-25 19:51:23.643,15d9bbe5-7093-4855-967c-fd3738bf795f,,FALSE,FALSE,2014-04-08 03:04:55.684,4000,,108245,13,5323,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93393,3683,34.82,FALSE,Cash,2014-04-08 03:04:56.170,48456,,2014-02-14 16:16:46.574,f83285bf-c0fe-4fec-8804-8c3eead5c105,,FALSE,FALSE,2014-04-08 03:04:56.170,1000,,108250,13,13144,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93394,3683,-34.82,FALSE,Unit #002,2014-04-08 03:04:56.181,48456,,2014-02-14 16:16:46.574,ad38cedb-facc-4dfc-acad-59bf82ca1f4a,,FALSE,FALSE,2014-04-08 03:04:56.181,4000,,108248,13,13144,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93395,3683,15.00,FALSE,Cash,2014-04-08 03:04:56.237,48457,,2014-02-14 16:16:46.574,ac44aa24-ee4e-45d0-9bdc-f4f1b49aac21,,FALSE,FALSE,2014-04-08 03:04:56.237,1000,,108250,13,13144,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93396,3683,-15.00,FALSE,ADMIN-FEE,2014-04-08 03:04:56.247,48457,,2014-02-14 16:16:46.574,630f0aad-e889-430e-9cd4-d42c04a1dedb,,FALSE,FALSE,2014-04-08 03:04:56.247,4051,,108249,13,13144,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93397,3683,65.00,FALSE,Cash,2014-04-08 03:04:56.357,48458,,2014-02-25 19:52:09.690,2f5b9318-ec3b-47bb-9530-d8fcc85ff613,,FALSE,FALSE,2014-04-08 03:04:56.357,1000,,108252,13,13144,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93398,3683,-65.00,FALSE,Unit #002,2014-04-08 03:04:56.368,48458,,2014-02-25 19:52:09.690,67dfbbd2-5ec0-41df-ad7d-b4e324ee669c,,FALSE,FALSE,2014-04-08 03:04:56.368,4000,,108251,13,13144,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93399,3684,65.00,FALSE,Visa XXXX0194,2014-04-08 03:04:56.980,48459,,2014-02-08 16:45:46.615,ab78e63b-1c8a-4097-9cb6-b33a9d52a6bd,,FALSE,FALSE,2014-04-08 03:04:56.980,1020,,108256,13,5264,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93400,3684,-65.00,FALSE,Unit #006,2014-04-08 03:04:56.990,48459,,2014-02-08 16:45:46.615,dd4116d6-48ad-4571-9ad6-e31478ec84e8,,FALSE,FALSE,2014-04-08 03:04:56.990,4000,,108255,13,5264,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93401,3684,65.00,FALSE,Visa XXXX0194,2014-04-08 03:04:57.160,48460,,2014-03-11 19:49:18.232,7443e7e9-0ccb-44f6-b124-92ba088f629b,,FALSE,FALSE,2014-04-08 03:04:57.160,1020,,108259,13,5264,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93402,3684,-65.00,FALSE,Unit #006,2014-04-08 03:04:57.171,48460,,2014-03-11 19:49:18.232,34d2ae89-e400-4a74-8c6f-08fb31169ab0,,FALSE,FALSE,2014-04-08 03:04:57.171,4000,,108257,13,5264,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93403,3684,15.00,FALSE,Visa XXXX0194,2014-04-08 03:04:57.231,48461,,2014-03-11 19:49:18.232,04c1ccf4-31f9-4109-bf18-d84daefe547d,,FALSE,FALSE,2014-04-08 03:04:57.231,1020,,108259,13,5264,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93404,3684,-15.00,FALSE,LF,2014-04-08 03:04:57.242,48461,,2014-03-11 19:49:18.232,269a9095-d5e0-43a5-8c1b-0bad655d6ce6,,FALSE,FALSE,2014-04-08 03:04:57.242,4052,,108258,13,5264,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93405,3684,65.00,FALSE,Visa XXXX0194,2014-04-08 03:04:57.343,48462,,2014-04-07 18:42:25.017,cf8004a1-5a77-409b-89dd-8634e7def5e0,,FALSE,FALSE,2014-04-08 03:04:57.343,1020,,108261,13,5264,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93406,3684,-65.00,FALSE,Unit #006,2014-04-08 03:04:57.354,48462,,2014-04-07 18:42:25.017,4d1df0f6-20c8-4373-bfd5-518f704be310,,FALSE,FALSE,2014-04-08 03:04:57.354,4000,,108260,13,5264,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93407,3685,65.00,FALSE,Check #2353,2014-04-08 03:04:58.097,48463,,2014-02-03 15:49:53.693,168228e6-50d7-4c2b-98c6-d4c10d3669d9,,FALSE,FALSE,2014-04-08 03:04:58.097,1001,,108264,13,5265,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93408,3685,-65.00,FALSE,Unit #007,2014-04-08 03:04:58.108,48463,,2014-02-03 15:49:53.693,52f9562f-8433-4d9c-9f9e-13547cdce8f8,,FALSE,FALSE,2014-04-08 03:04:58.108,4000,,108263,13,5265,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93409,3685,65.00,FALSE,Check #2361,2014-04-08 03:04:58.465,48466,,2014-03-03 21:58:44.513,377426b8-1490-4934-9d5f-e67884f47ca1,,FALSE,FALSE,2014-04-08 03:04:58.465,1001,,108270,13,5265,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93410,3685,-65.00,FALSE,Unit #007,2014-04-08 03:04:58.476,48466,,2014-03-03 21:58:44.513,aaebddc1-6b4f-4565-9cd2-397d07b5c70e,,FALSE,FALSE,2014-04-08 03:04:58.476,4000,,108269,13,5265,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
93411,3685,65.00,FALSE,Check #2370,2014-04-08 03:04:58.577,48467,,2014-04-03 14:47:54.847,a3d83521-d82e-4c07-9eb5-9bc3f86a5ab4,,FALSE,FALSE,2014-04-08 03:04:58.577,1001,,108273,13,5265,2026-07-09 09:47:00.210 Z,2026-07-09 09:43:14.437 Z,9999-12-31 23:59:59.999 Z,TRUE
