ID,TENANT_ID,LEDGER_DELINQUENCY_ID,COMPANY_UUID,PAYMENT_INTENT_ID,DATA,CREATED_AT,RELATED_OBJECT_ID,LEDGER_UUID,FOLLOWUP_DATE,TYPE,UNIT_UUID,UUID,UPDATED_AT,TENANT_UUID,CREATED_BY_TYPE,ATTACHMENT_ID,FACILITY_ID,FACILITY_UUID,UNIT_ID,LEDGER_ID,ACTION_ITEM,LEAD_ID,RESOLVED,UPDATED_BY_TYPE,SUPPORT_CASE_ID,RELATED_OBJECT_UUID,NEEDS_FOLLOWUP,RELATED_OBJECT_TYPE,PARENT_EVENT_ID,RESOLVED_ON,NEEDS_FOLLOWUP_BY,LEAD_UUID,CLIENT_APPLICATION_ID,UPDATED_BY_ID,CREATED_BY_ID,SOURCE_ID,IMPORTANT_TASK,STATUS,_FIVETRAN_SYNCED,_FIVETRAN_START,_FIVETRAN_END,_FIVETRAN_ACTIVE
19631,3544,23598765,,,"{
  ""applied_date"": ""2014-02-19"",
  ""invoice_id"": ""5120"",
  ""line_item_id"": ""5237"",
  ""resolved_date"": ""2014-03-13""
}",2014-02-01 00:41:46.354,23,,,DelinquencyStageTenantEvent,,f8030a6c-eab3-44a9-b9b3-4a490aee0321,2014-04-08 03:11:57.877,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStage,,,,,,,,,FALSE,removed,2026-08-05 12:53:15.338 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19632,3544,23598765,,,"{
  ""fee_invoice_id"": ""5121""
}",2014-02-01 00:41:46.368,28,,2014-02-01 00:41:46.291,AddFeeDelinquencyTenantEvent,,327e9333-96e4-4a98-87d4-611783e3795d,2014-03-13 19:11:35.682,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19631,,,,,,,,FALSE,removed,2026-07-09 08:38:16.896 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19632,3544,23598765,,,"{
  ""fee_invoice_id"": ""5121""
}",2014-02-01 00:41:46.368,28,,2014-02-01 00:41:46.291,AddFeeDelinquencyTenantEvent,,327e9333-96e4-4a98-87d4-611783e3795d,2014-03-13 19:11:35.682,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19631,,,,,,,,FALSE,removed,2026-08-05 13:02:57.162 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19633,3544,23598765,,,{},2014-02-01 00:41:46.485,29,,2014-03-13 04:00:00.000,GateLockoutDelinquencyTenantEvent,,8e02221d-27d3-4e3a-8469-33f8b0726db3,2014-03-13 19:11:35.767,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19631,,,,,,,,FALSE,removed,2026-07-09 08:26:50.889 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19633,3544,23598765,,,{},2014-02-01 00:41:46.485,29,,2014-03-13 04:00:00.000,GateLockoutDelinquencyTenantEvent,,8e02221d-27d3-4e3a-8469-33f8b0726db3,2014-03-13 19:11:35.767,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19631,,,,,,,,FALSE,removed,2026-08-05 12:53:14.582 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19634,3544,23598765,,,{},2014-02-01 00:41:46.557,30,,2014-03-13 19:13:46.739,OverlockDelinquencyTenantEvent,,c9816208-f870-4424-8568-102d10c7199c,2014-03-13 19:13:46.740,,,,14,,5949,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19631,,,,,40,,,FALSE,overlock_removed,2026-07-09 08:38:16.897 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19634,3544,23598765,,,{},2014-02-01 00:41:46.557,30,,2014-03-13 19:13:46.739,OverlockDelinquencyTenantEvent,,c9816208-f870-4424-8568-102d10c7199c,2014-03-13 19:13:46.740,,,,14,,5949,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19631,,,,,40,,,FALSE,overlock_removed,2026-08-05 13:02:57.163 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19635,3544,23599027,,,"{
  ""applied_date"": ""2014-02-24"",
  ""invoice_id"": ""5120"",
  ""line_item_id"": ""5237"",
  ""resolved_date"": ""2014-03-13""
}",2014-02-01 00:41:46.656,24,,,DelinquencyStageTenantEvent,,65ce5380-bb44-4bc5-a2f7-4bf9ee547374,2014-04-08 03:11:57.918,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStage,,,,,,,,,FALSE,removed,2026-07-09 08:26:50.889 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19635,3544,23599027,,,"{
  ""applied_date"": ""2014-02-24"",
  ""invoice_id"": ""5120"",
  ""line_item_id"": ""5237"",
  ""resolved_date"": ""2014-03-13""
}",2014-02-01 00:41:46.656,24,,,DelinquencyStageTenantEvent,,65ce5380-bb44-4bc5-a2f7-4bf9ee547374,2014-04-08 03:11:57.918,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStage,,,,,,,,,FALSE,removed,2026-08-05 12:53:14.582 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19636,3544,23599027,,,{},2014-02-01 00:41:46.663,31,,2014-02-04 14:42:22.757,PrintMailDelinquencyTenantEvent,,60ac5013-889f-4aee-b578-054c146f7e4d,2014-02-04 14:42:22.758,,,,14,,5949,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19635,,,,,31,,,FALSE,letter_sent,2026-07-09 08:27:38.954 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19636,3544,23599027,,,{},2014-02-01 00:41:46.663,31,,2014-02-04 14:42:22.757,PrintMailDelinquencyTenantEvent,,60ac5013-889f-4aee-b578-054c146f7e4d,2014-02-04 14:42:22.758,,,,14,,5949,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19635,,,,,31,,,FALSE,letter_sent,2026-08-05 12:53:57.412 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19637,3544,23599221,,,"{
  ""applied_date"": ""2014-03-21"",
  ""invoice_id"": ""5120"",
  ""line_item_id"": ""5237"",
  ""resolved_date"": ""2014-03-13""
}",2014-02-01 00:41:46.804,25,,,DelinquencyStageTenantEvent,,8a9bb005-59c1-4e78-9694-64e0136c96aa,2014-04-08 03:11:57.947,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStage,,,,,,,,,FALSE,removed,2026-08-05 13:02:57.191 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19637,3544,23599221,,,"{
  ""applied_date"": ""2014-03-21"",
  ""invoice_id"": ""5120"",
  ""line_item_id"": ""5237"",
  ""resolved_date"": ""2014-03-13""
}",2014-02-01 00:41:46.804,25,,,DelinquencyStageTenantEvent,,8a9bb005-59c1-4e78-9694-64e0136c96aa,2014-04-08 03:11:57.947,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStage,,,,,,,,,FALSE,removed,2026-07-09 08:38:16.924 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19638,3544,23599221,,,"{
  ""fee_invoice_id"": ""5121""
}",2014-02-01 00:41:46.812,32,,2014-02-01 00:41:46.731,AddFeeDelinquencyTenantEvent,,e627a16a-6c49-45bd-89f0-63e097adab1c,2014-03-13 19:11:36.035,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19637,,,,,,,,FALSE,removed,2026-07-09 08:38:16.924 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19638,3544,23599221,,,"{
  ""fee_invoice_id"": ""5121""
}",2014-02-01 00:41:46.812,32,,2014-02-01 00:41:46.731,AddFeeDelinquencyTenantEvent,,e627a16a-6c49-45bd-89f0-63e097adab1c,2014-03-13 19:11:36.035,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19637,,,,,,,,FALSE,removed,2026-08-05 13:02:57.191 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19639,3544,23599594,,,"{
  ""applied_date"": ""2014-03-26"",
  ""invoice_id"": ""5120"",
  ""line_item_id"": ""5237"",
  ""resolved_date"": ""2014-03-13""
}",2014-02-01 00:41:46.871,26,,,DelinquencyStageTenantEvent,,4c4422c0-0d13-496d-8abd-ac36fdefb0c8,2014-04-08 03:11:57.975,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStage,,,,,,,,,FALSE,removed,2026-08-05 13:02:57.199 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19639,3544,23599594,,,"{
  ""applied_date"": ""2014-03-26"",
  ""invoice_id"": ""5120"",
  ""line_item_id"": ""5237"",
  ""resolved_date"": ""2014-03-13""
}",2014-02-01 00:41:46.871,26,,,DelinquencyStageTenantEvent,,4c4422c0-0d13-496d-8abd-ac36fdefb0c8,2014-04-08 03:11:57.975,,,,14,,,5114,,,TRUE,,,,FALSE,DelinquencyStage,,,,,,,,,FALSE,removed,2026-07-09 08:38:16.931 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19640,3544,23599594,,,{},2014-02-01 00:41:46.878,33,,2014-02-04 14:42:26.530,PrintMailDelinquencyTenantEvent,,d7b46ba7-00e7-4e53-ae2e-579b1c88de9f,2014-02-04 14:42:26.531,,,,14,,5949,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19639,,,,,31,,,FALSE,letter_sent,2026-07-09 08:26:58.473 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19640,3544,23599594,,,{},2014-02-01 00:41:46.878,33,,2014-02-04 14:42:26.530,PrintMailDelinquencyTenantEvent,,d7b46ba7-00e7-4e53-ae2e-579b1c88de9f,2014-02-04 14:42:26.531,,,,14,,5949,5114,,,TRUE,,,,FALSE,DelinquencyStageAction,19639,,,,,31,,,FALSE,letter_sent,2026-08-05 12:53:21.485 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19641,3545,,,,{},2014-02-01 00:41:47.293,,,2014-02-06 17:24:20.685,NoteEvent,,9bc05b1f-0633-450d-98ed-c112f390deef,2014-04-08 03:13:26.078,,,,14,,,,,,FALSE,,,,FALSE,,,,,,,54,,,FALSE,,2026-08-05 12:53:16.310 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19641,3545,,,,{},2014-02-01 00:41:47.293,,,2014-02-06 17:24:20.685,NoteEvent,,9bc05b1f-0633-450d-98ed-c112f390deef,2014-04-08 03:13:26.078,,,,14,,,,,,FALSE,,,,FALSE,,,,,,,54,,,FALSE,,2026-07-09 08:26:52.383 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19642,3545,,,,"{
  ""gate_access_code"": ""01014"",
  ""move_in_date"": ""2013-08-16"",
  ""move_in_initiated_date"": ""2013-08-16"",
  ""rate"": ""40.0""
}",2013-08-16 10:00:00.000,,,2014-02-01 00:41:47.326,MoveInUnitEvent,,c6f91d22-5b7c-4601-8b99-f25f7ed8f860,2024-05-20 16:47:40.170,,,,14,,5951,5115,,,TRUE,,,,FALSE,,,,,,,,,,FALSE,,2026-07-09 08:56:42.841 Z,2026-07-09 08:26:50.521 Z,9999-12-31 23:59:59.999 Z,TRUE
19643,3545,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:47.698,5123,,,InvoiceSentTenantEvent,,047917c8-6d56-4f86-9cfc-ce8dec8b1866,2014-02-01 00:41:47.720,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-07-09 08:26:52.383 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19643,3545,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:47.698,5123,,,InvoiceSentTenantEvent,,047917c8-6d56-4f86-9cfc-ce8dec8b1866,2014-02-01 00:41:47.720,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-08-05 12:53:16.310 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19644,3545,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:47.899,5124,,,InvoiceSentTenantEvent,,c80cbd0b-f045-4c95-8cd8-30ebcc9fbc82,2014-02-01 00:41:47.898,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-07-09 08:26:52.383 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19644,3545,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:47.899,5124,,,InvoiceSentTenantEvent,,c80cbd0b-f045-4c95-8cd8-30ebcc9fbc82,2014-02-01 00:41:47.898,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-08-05 12:53:16.310 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19645,3545,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:48.374,5125,,,InvoiceSentTenantEvent,,fefda359-0380-4166-b7a5-69a96d2d2db5,2014-02-01 00:41:48.594,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-07-09 08:26:52.383 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19645,3545,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:48.374,5125,,,InvoiceSentTenantEvent,,fefda359-0380-4166-b7a5-69a96d2d2db5,2014-02-01 00:41:48.594,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-08-05 12:53:16.310 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19646,3546,,,,{},2014-02-01 00:41:48.641,,,2014-02-06 17:25:25.953,NoteEvent,,1f2dd7f0-3e69-4789-8096-885519178fe3,2014-04-08 03:13:26.226,,,,14,,,,,,FALSE,,,,FALSE,,,,,,,54,,,FALSE,,2026-07-09 08:26:52.383 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19646,3546,,,,{},2014-02-01 00:41:48.641,,,2014-02-06 17:25:25.953,NoteEvent,,1f2dd7f0-3e69-4789-8096-885519178fe3,2014-04-08 03:13:26.226,,,,14,,,,,,FALSE,,,,FALSE,,,,,,,54,,,FALSE,,2026-08-05 12:53:16.310 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19647,3546,,,,"{
  ""gate_access_code"": ""01102"",
  ""move_in_date"": ""2011-09-14"",
  ""move_in_initiated_date"": ""2011-09-14"",
  ""rate"": ""40.0""
}",2011-09-14 10:00:00.000,,,2014-02-01 00:41:48.670,MoveInUnitEvent,,49df528e-885b-4a5f-9af9-a559621e2577,2024-05-20 16:47:40.170,,,,14,,5952,5116,,,TRUE,,,,FALSE,,,,,,,,,,FALSE,,2026-07-09 08:56:42.844 Z,2026-07-09 08:26:50.521 Z,9999-12-31 23:59:59.999 Z,TRUE
19648,3546,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:48.948,5126,,,InvoiceSentTenantEvent,,6113d985-040a-4ca0-b020-80748ed70c2f,2014-02-01 00:41:48.961,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-07-09 08:26:52.383 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19648,3546,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:48.948,5126,,,InvoiceSentTenantEvent,,6113d985-040a-4ca0-b020-80748ed70c2f,2014-02-01 00:41:48.961,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-08-05 12:53:16.310 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19649,3546,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:49.174,5127,,,InvoiceSentTenantEvent,,de1520ba-ac3d-4516-bffe-ff467578e005,2014-02-01 00:41:49.188,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-07-09 08:26:52.383 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19649,3546,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:49.174,5127,,,InvoiceSentTenantEvent,,de1520ba-ac3d-4516-bffe-ff467578e005,2014-02-01 00:41:49.188,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-08-05 12:53:16.310 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19650,3546,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:49.329,5128,,,InvoiceSentTenantEvent,,ea68b6ef-88db-4521-bd6f-48ebb924a5bb,2014-02-01 00:41:49.346,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-08-05 12:53:16.310 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19650,3546,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:49.329,5128,,,InvoiceSentTenantEvent,,ea68b6ef-88db-4521-bd6f-48ebb924a5bb,2014-02-01 00:41:49.346,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-07-09 08:26:52.383 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19651,3546,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:49.508,5129,,,InvoiceSentTenantEvent,,a5e24569-6bf3-4e53-9426-30872f6a169b,2014-02-01 00:41:49.521,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-07-09 08:26:52.384 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19651,3546,,,,"{
  ""invoice_sent"": ""true""
}",2014-02-01 00:41:49.508,5129,,,InvoiceSentTenantEvent,,a5e24569-6bf3-4e53-9426-30872f6a169b,2014-02-01 00:41:49.521,,,,14,,,,,,TRUE,,,,FALSE,Invoice,,,,,,,,,FALSE,,2026-08-05 12:53:16.310 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19652,3546,23619417,,,"{
  ""applied_date"": ""2014-01-11"",
  ""invoice_id"": ""5127"",
  ""line_item_id"": ""5244"",
  ""resolved_date"": ""2014-03-13""
}",2014-02-01 00:41:49.582,23,,,DelinquencyStageTenantEvent,,23cbaa04-7286-4aff-acee-067fdfba9750,2014-04-08 03:11:58.028,,,,14,,,5116,,,TRUE,,,,FALSE,DelinquencyStage,,,,,,,,,FALSE,removed,2026-08-05 12:53:14.582 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19652,3546,23619417,,,"{
  ""applied_date"": ""2014-01-11"",
  ""invoice_id"": ""5127"",
  ""line_item_id"": ""5244"",
  ""resolved_date"": ""2014-03-13""
}",2014-02-01 00:41:49.582,23,,,DelinquencyStageTenantEvent,,23cbaa04-7286-4aff-acee-067fdfba9750,2014-04-08 03:11:58.028,,,,14,,,5116,,,TRUE,,,,FALSE,DelinquencyStage,,,,,,,,,FALSE,removed,2026-07-09 08:26:50.889 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19653,3546,23619417,,,"{
  ""fee_invoice_id"": ""5128""
}",2014-02-01 00:41:49.588,28,,2014-02-01 00:41:49.580,AddFeeDelinquencyTenantEvent,,1ad5e27c-d74a-4416-9111-51061e7af738,2014-03-13 15:48:46.319,,,,14,,,5116,,,TRUE,,,,FALSE,DelinquencyStageAction,19652,,,,,,,,FALSE,removed,2026-08-05 12:53:14.582 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19653,3546,23619417,,,"{
  ""fee_invoice_id"": ""5128""
}",2014-02-01 00:41:49.588,28,,2014-02-01 00:41:49.580,AddFeeDelinquencyTenantEvent,,1ad5e27c-d74a-4416-9111-51061e7af738,2014-03-13 15:48:46.319,,,,14,,,5116,,,TRUE,,,,FALSE,DelinquencyStageAction,19652,,,,,,,,FALSE,removed,2026-07-09 08:26:50.889 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19654,3546,23619417,,,{},2014-02-01 00:41:49.609,29,,2014-03-13 04:00:00.000,GateLockoutDelinquencyTenantEvent,,82b0c984-9978-4f8e-834a-1021712931c7,2014-03-13 15:48:46.520,,,,14,,,5116,,,TRUE,,,,FALSE,DelinquencyStageAction,19652,,,,,,,,FALSE,removed,2026-07-09 08:26:50.888 Z,2026-07-09 08:26:50.521 Z,2026-08-05 12:53:13.935 Z,FALSE
19654,3546,23619417,,,{},2014-02-01 00:41:49.609,29,,2014-03-13 04:00:00.000,GateLockoutDelinquencyTenantEvent,,82b0c984-9978-4f8e-834a-1021712931c7,2014-03-13 15:48:46.520,,,,14,,,5116,,,TRUE,,,,FALSE,DelinquencyStageAction,19652,,,,,,,,FALSE,removed,2026-08-05 12:53:14.580 Z,2026-08-05 12:53:13.936 Z,9999-12-31 23:59:59.999 Z,TRUE
19655,3546,23619417,,,{},2014-02-01 00:41:49.649,30,,2014-03-13 16:14:45.287,OverlockDelinquencyTenantEvent,,b681c27f-16a6-49b9-8801-301e7cb06998,2024-05-20 16:47:40.170,,,,14,,5952,5116,,,TRUE,,,,FALSE,DelinquencyStageAction,19652,,,,,40,,,FALSE,overlock_removed,2026-07-09 08:56:42.844 Z,2026-07-09 08:26:50.521 Z,9999-12-31 23:59:59.999 Z,TRUE
