"effective_on","description","amount","account_balance_id","tenant_id","ledger_id","facility_id","created_at","updated_at","uuid","reversal","account_balance_item_id","internal_account_code","daily_transaction","transaction_type","hidden","reference_number","display_code","id"
2014-02-14 16:16:46.574,Unit #002,-34.82,108248,3683,13144,13,2014-04-08 03:04:56.181,2014-04-08 03:04:56.181,ad38cedb-facc-4dfc-acad-59bf82ca1f4a,false,48456,"4000",false,,false,,,93394
2014-02-14 16:16:46.574,Cash,15.00,108250,3683,13144,13,2014-04-08 03:04:56.237,2014-04-08 03:04:56.237,ac44aa24-ee4e-45d0-9bdc-f4f1b49aac21,false,48457,"1000",false,,false,,,93395
2014-02-14 16:16:46.574,ADMIN-FEE,-15.00,108249,3683,13144,13,2014-04-08 03:04:56.247,2014-04-08 03:04:56.247,"630f0aad-e889-430e-9cd4-d42c04a1dedb",false,48457,"4051",false,,false,,,93396
2014-02-25 19:52:09.690,Cash,65.00,108252,3683,13144,13,2014-04-08 03:04:56.357,2014-04-08 03:04:56.357,"2f5b9318-ec3b-47bb-9530-d8fcc85ff613",false,48458,"1000",false,,false,,,93397
2014-02-25 19:52:09.690,Unit #002,-65.00,108251,3683,13144,13,2014-04-08 03:04:56.368,2014-04-08 03:04:56.368,"67dfbbd2-5ec0-41df-ad7d-b4e324ee669c",false,48458,"4000",false,,false,,,93398
2014-02-08 16:45:46.615,Visa XXXX0194,65.00,108256,3684,5264,13,2014-04-08 03:04:56.980,2014-04-08 03:04:56.980,ab78e63b-1c8a-4097-9cb6-b33a9d52a6bd,false,48459,"1020",false,,false,,,93399
2014-02-08 16:45:46.615,Unit #006,-65.00,108255,3684,5264,13,2014-04-08 03:04:56.990,2014-04-08 03:04:56.990,dd4116d6-48ad-4571-9ad6-e31478ec84e8,false,48459,"4000",false,,false,,,93400
2014-03-11 19:49:18.232,Visa XXXX0194,65.00,108259,3684,5264,13,2014-04-08 03:04:57.160,2014-04-08 03:04:57.160,"7443e7e9-0ccb-44f6-b124-92ba088f629b",false,48460,"1020",false,,false,,,93401
2014-03-11 19:49:18.232,Unit #006,-65.00,108257,3684,5264,13,2014-04-08 03:04:57.171,2014-04-08 03:04:57.171,"34d2ae89-e400-4a74-8c6f-08fb31169ab0",false,48460,"4000",false,,false,,,93402
2014-03-11 19:49:18.232,Visa XXXX0194,15.00,108259,3684,5264,13,2014-04-08 03:04:57.231,2014-04-08 03:04:57.231,"04c1ccf4-31f9-4109-bf18-d84daefe547d",false,48461,"1020",false,,false,,,93403
2014-03-11 19:49:18.232,LF,-15.00,108258,3684,5264,13,2014-04-08 03:04:57.242,2014-04-08 03:04:57.242,"269a9095-d5e0-43a5-8c1b-0bad655d6ce6",false,48461,"4052",false,,false,,,93404
2014-04-07 18:42:25.017,Visa XXXX0194,65.00,108261,3684,5264,13,2014-04-08 03:04:57.343,2014-04-08 03:04:57.343,cf8004a1-5a77-409b-89dd-8634e7def5e0,false,48462,"1020",false,,false,,,93405
2014-04-07 18:42:25.017,Unit #006,-65.00,108260,3684,5264,13,2014-04-08 03:04:57.354,2014-04-08 03:04:57.354,"4d1df0f6-20c8-4373-bfd5-518f704be310",false,48462,"4000",false,,false,,,93406
2014-02-03 15:49:53.693,Check #2353,65.00,108264,3685,5265,13,2014-04-08 03:04:58.097,2014-04-08 03:04:58.097,"168228e6-50d7-4c2b-98c6-d4c10d3669d9",false,48463,"1001",false,,false,,,93407
2014-02-03 15:49:53.693,Unit #007,-65.00,108263,3685,5265,13,2014-04-08 03:04:58.108,2014-04-08 03:04:58.108,"52f9562f-8433-4d9c-9f9e-13547cdce8f8",false,48463,"4000",false,,false,,,93408
2014-03-03 21:58:44.513,Check #2361,65.00,108270,3685,5265,13,2014-04-08 03:04:58.465,2014-04-08 03:04:58.465,"377426b8-1490-4934-9d5f-e67884f47ca1",false,48466,"1001",false,,false,,,93409
2014-03-03 21:58:44.513,Unit #007,-65.00,108269,3685,5265,13,2014-04-08 03:04:58.476,2014-04-08 03:04:58.476,aaebddc1-6b4f-4565-9cd2-397d07b5c70e,false,48466,"4000",false,,false,,,93410
2014-04-03 14:47:54.847,Check #2370,65.00,108273,3685,5265,13,2014-04-08 03:04:58.577,2014-04-08 03:04:58.577,a3d83521-d82e-4c07-9eb5-9bc3f86a5ab4,false,48467,"1001",false,,false,,,93411
2014-04-03 14:47:54.847,Unit #007,-65.00,108271,3685,5265,13,2014-04-08 03:04:58.587,2014-04-08 03:04:58.587,f4dbfdd5-bfa3-4a11-b5c7-63680858c44c,false,48467,"4000",false,,false,,,93412
2014-03-03 22:07:03.169,Check #98893954,60.00,108284,3686,5266,13,2014-04-08 03:04:59.839,2014-04-08 03:04:59.839,f583198d-c544-44b8-9c97-4c1c2a62a939,false,48471,"1001",false,,false,,,93415
2014-03-03 22:07:03.169,Unit #008,-60.00,108283,3686,5266,13,2014-04-08 03:04:59.850,2014-04-08 03:04:59.850,"0d734f84-4bef-4aca-946b-c21ba776ef18",false,48471,"4000",false,,false,,,93416
2014-03-28 17:13:06.393,Visa XXXX3038,5.00,108287,3686,5266,13,2014-04-08 03:04:59.937,2014-04-08 03:04:59.937,"6d646fbf-5924-4ed1-874e-8601c2e6c319",false,48472,"1020",false,,false,,,93417
2014-03-28 17:13:06.393,Unit #008,-5.00,108283,3686,5266,13,2014-04-08 03:04:59.948,2014-04-08 03:04:59.948,"1f09a59e-92b6-4c1a-ab3f-336db98905ba",false,48472,"4000",false,,false,,,93418
2014-03-28 17:13:06.393,Visa XXXX3038,15.00,108287,3686,5266,13,2014-04-08 03:05:00.025,2014-04-08 03:05:00.025,b24af770-8ded-4e58-8941-30d8502029c5,false,48473,"1020",false,,false,,,93419
2014-03-28 17:13:06.393,LF,-15.00,108285,3686,5266,13,2014-04-08 03:05:00.037,2014-04-08 03:05:00.037,"95073bed-f954-4ce4-be4e-8d395db00846",false,48473,"4052",false,,false,,,93420
2014-03-28 17:13:06.393,Visa XXXX3038,30.00,108287,3686,5266,13,2014-04-08 03:05:00.177,2014-04-08 03:05:00.177,"6500bc82-b903-4d1c-8c83-72233dedb402",false,48474,"1020",false,,false,,,93421
2014-03-28 17:13:06.393,Unit #008,-30.00,108286,3686,5266,13,2014-04-08 03:05:00.188,2014-04-08 03:05:00.188,cb636fb5-dedd-413c-aed1-c4e842a582ef,false,48474,"4000",false,,false,,,93422
2014-03-03 22:07:03.160,Check #98893954,30.00,108301,3686,5386,13,2014-04-08 03:05:01.854,2014-04-08 03:05:01.854,fe2ea473-7353-43de-a3a1-aba5de6cf1c8,false,48481,"1001",false,,false,,,93427
2014-03-03 22:07:03.160,Unit #146,-30.00,108290,3686,5386,13,2014-04-08 03:05:01.951,2014-04-08 03:05:01.951,"78542e87-c124-4529-9ca2-5f365e6c8872",false,48481,"4000",false,,false,,,93428
2014-03-03 22:07:03.160,Check #98893954,50.00,108301,3686,5386,13,2014-04-08 03:05:02.028,2014-04-08 03:05:02.028,"1bf708f9-1e53-425d-ae80-5fc12c82c285",false,48482,"1001",false,,false,,,93429
2014-03-03 22:07:03.160,Unit #146,-50.00,108299,3686,5386,13,2014-04-08 03:05:02.040,2014-04-08 03:05:02.040,"3c68df76-8502-4977-b04c-273d6b743ef9",false,48482,"4000",false,,false,,,93430
2014-03-28 17:11:36.102,Visa XXXX3038,35.00,108304,3686,5386,13,2014-04-08 03:05:02.135,2014-04-08 03:05:02.135,"335d33c9-e745-42eb-b072-9fc14eba8adb",false,48483,"1020",false,,false,,,93431
2014-03-28 17:11:36.102,Unit #146,-35.00,108299,3686,5386,13,2014-04-08 03:05:02.145,2014-04-08 03:05:02.145,"482488b0-8c9b-4e30-a6e6-c74d9dc0054a",false,48483,"4000",false,,false,,,93432
2014-03-28 17:11:36.102,Visa XXXX3038,15.00,108304,3686,5386,13,2014-04-08 03:05:02.210,2014-04-08 03:05:02.210,"09607310-a160-44cb-a7e2-d9f0c4b0d14a",false,48484,"1020",false,,false,,,93433
2014-03-28 17:11:36.102,LF,-15.00,108302,3686,5386,13,2014-04-08 03:05:02.223,2014-04-08 03:05:02.223,ad3bb5b0-1e59-4d7a-9003-1a92c1488833,false,48484,"4052",false,,false,,,93434
2014-03-28 17:11:36.102,Visa XXXX3038,50.00,108304,3686,5386,13,2014-04-08 03:05:02.292,2014-04-08 03:05:02.292,"8051d01a-bf7a-4b44-b159-b07e8a0d4f27",false,48485,"1020",false,,false,,,93435
2014-03-28 17:11:36.102,Unit #146,-50.00,108303,3686,5386,13,2014-04-08 03:05:02.304,2014-04-08 03:05:02.304,"3f5cc5e3-a917-4a60-9542-59ff030da73f",false,48485,"4000",false,,false,,,93436
2014-02-27 16:51:15.584,Check #1233,50.00,108313,3687,5267,13,2014-04-08 03:05:03.626,2014-04-08 03:05:03.626,a1787780-43a4-4436-9f3f-65b8f67c7f18,false,48489,"1001",false,,false,,,93441
2014-02-27 16:51:15.584,Unit #009,-50.00,108307,3687,5267,13,2014-04-08 03:05:03.636,2014-04-08 03:05:03.636,c44dfbd6-549e-4075-9668-f6b408334df7,false,48489,"4000",false,,false,,,93442
2014-02-27 16:51:15.584,Check #1233,15.00,108313,3687,5267,13,2014-04-08 03:05:03.697,2014-04-08 03:05:03.697,"69468c40-5cdf-4649-a0f5-6d86372b1d1b",false,48490,"1001",false,,false,,,93443
2014-02-27 16:51:15.584,LF,-15.00,108311,3687,5267,13,2014-04-08 03:05:03.708,2014-04-08 03:05:03.708,"66b2c616-ff84-4aac-9edc-ec5219cd72e7",false,48490,"4052",false,,false,,,93444
2014-03-22 14:51:32.132,Cash,65.00,108315,3687,5267,13,2014-04-08 03:05:03.889,2014-04-08 03:05:03.889,a2d3fed7-97ec-42b0-8498-2770bf87e490,false,48491,"1000",false,,false,,,93445
2014-03-22 14:51:32.132,Unit #009,-65.00,108312,3687,5267,13,2014-04-08 03:05:03.900,2014-04-08 03:05:03.900,"94d2861d-190f-4ed3-be58-2bbf80833089",false,48491,"4000",false,,false,,,93446
2014-03-22 14:51:32.132,Cash,15.00,108315,3687,5267,13,2014-04-08 03:05:03.962,2014-04-08 03:05:03.962,"6a73640a-0204-4fb5-a118-25d0128f6fb3",false,48492,"1000",false,,false,,,93447
2014-03-22 14:51:32.132,LF,-15.00,108314,3687,5267,13,2014-04-08 03:05:03.973,2014-04-08 03:05:03.973,"8ce00447-ecfa-4c01-bd8a-d7e58a5c1710",false,48492,"4052",false,,false,,,93448
2014-02-07 17:00:07.163,Cash,65.00,108319,3688,5268,13,2014-04-08 03:05:04.616,2014-04-08 03:05:04.616,"7b29569a-56ab-49ef-91ef-a5be6130d059",false,48493,"1000",false,,false,,,93449
2014-02-07 17:00:07.163,Unit #010,-65.00,108318,3688,5268,13,2014-04-08 03:05:04.626,2014-04-08 03:05:04.626,cbcd9668-cebc-46df-b41b-f71e708bd241,false,48493,"4000",false,,false,,,93450
2014-03-10 14:40:50.075,Cash,65.00,108321,3688,5268,13,2014-04-08 03:05:04.727,2014-04-08 03:05:04.727,ed47dc3f-9639-429f-a4d4-32a703267b82,false,48494,"1000",false,,false,,,93451
2014-03-10 14:40:50.075,Unit #010,-65.00,108320,3688,5268,13,2014-04-08 03:05:04.738,2014-04-08 03:05:04.738,"08441b0b-8798-4be1-a298-523d63cd70ed",false,48494,"4000",false,,false,,,93452
2014-03-04 21:56:50.468,Cash,65.00,108327,3689,5269,13,2014-04-08 03:05:05.400,2014-04-08 03:05:05.400,"5f0b9c26-28f8-4fdd-bfa7-84adac4bfbf1",false,48496,"1000",false,,false,,,93455
2014-03-04 21:56:50.468,Unit #011,-65.00,108326,3689,5269,13,2014-04-08 03:05:05.411,2014-04-08 03:05:05.411,a440d254-5456-4490-8199-49dcd72b1080,false,48496,"4000",false,,false,,,93456
2014-04-02 15:50:27.435,Visa XXXX8599,65.00,108329,3689,5269,13,2014-04-08 03:05:05.513,2014-04-08 03:05:05.513,c7cee3d1-0ee4-47e8-a244-c8c7f498c2e4,false,48497,"1020",false,,false,,,93457
2014-04-02 15:50:27.435,Unit #011,-65.00,108328,3689,5269,13,2014-04-08 03:05:05.524,2014-04-08 03:05:05.524,"100de321-9398-46d7-872d-9ed329470d96",false,48497,"4000",false,,false,,,93458
2014-02-11 15:36:40.066,Cash,65.00,108334,3690,5270,13,2014-04-08 03:05:06.488,2014-04-08 03:05:06.488,a09c5252-779d-430f-b1a9-3fcc0ea54899,false,48499,"1000",false,,false,,,93459
2014-02-11 15:36:40.066,Unit #012,-65.00,108331,3690,5270,13,2014-04-08 03:05:06.499,2014-04-08 03:05:06.499,"582075b3-bdfb-4573-a069-c6620a529d02",false,48499,"4000",false,,false,,,93460
2014-03-01 22:03:15.293,Mastercard XXXX7331,65.00,108340,3690,5270,13,2014-04-08 03:05:06.869,2014-04-08 03:05:06.869,"99d3283a-ddae-416f-bb7e-6885ad171a29",false,48502,"1021",false,,false,,,93461
2014-03-01 22:03:15.293,Unit #012,-65.00,108339,3690,5270,13,2014-04-08 03:05:06.880,2014-04-08 03:05:06.880,"177e3527-8aaf-40f5-8663-3b720a995728",false,48502,"4000",false,,false,,,93462
2014-04-02 21:04:52.512,Mastercard XXXX7331,65.00,108343,3690,5270,13,2014-04-08 03:05:06.982,2014-04-08 03:05:06.982,"5149880e-0bc0-4a4b-9b87-8b1f492fc216",false,48503,"1021",false,,false,,,93463
2014-04-02 21:04:52.512,Unit #012,-65.00,108341,3690,5270,13,2014-04-08 03:05:06.993,2014-04-08 03:05:06.993,"586849ae-0782-4201-9203-172780d0726c",false,48503,"4000",false,,false,,,93464
2014-02-12 23:02:21.888,Visa XXXX1111,65.00,108349,3691,5271,13,2014-04-08 03:05:07.916,2014-04-08 03:05:07.916,"75409f78-38fb-417c-96df-08c2c8b032ea",false,48505,"1020",false,,false,,,93465
2014-02-12 23:02:21.888,Unit #013,-65.00,108345,3691,5271,13,2014-04-08 03:05:07.927,2014-04-08 03:05:07.927,"153ec1bf-1c70-497b-b544-2fe48336bc7e",false,48505,"4000",false,,false,,,93466
2014-02-12 23:02:21.888,Visa XXXX1111,15.00,108349,3691,5271,13,2014-04-08 03:05:07.989,2014-04-08 03:05:07.989,"6c2076dc-a3e6-4113-a963-2b51aa239ece",false,48506,"1020",false,,false,,,93467
2014-02-12 23:02:21.888,LF,-15.00,108348,3691,5271,13,2014-04-08 03:05:08.001,2014-04-08 03:05:08.001,"9e73f66a-f575-4b09-beba-a5dffe9064ca",false,48506,"4052",false,,false,,,93468
2014-03-07 19:26:59.025,Cash,65.00,108351,3691,5271,13,2014-04-08 03:05:08.106,2014-04-08 03:05:08.106,ea9c89f1-4cca-45f6-8f9a-f817f7e22b17,false,48507,"1000",false,,false,,,93469
2014-03-07 19:26:59.025,Unit #013,-65.00,108350,3691,5271,13,2014-04-08 03:05:08.117,2014-04-08 03:05:08.117,bc805e7c-8a41-4f62-8377-2973acf6f82e,false,48507,"4000",false,,false,,,93470
